PCA1,PCA2,Segment
-303.7874458542448,-0.11092867376275706,Inactive Learners
-303.7874485742309,-0.11050394017296727,Inactive Learners
184.1130004497159,-4.456677370903987,Beginner Learners
1954.9387941190391,-7.2357504824435575,Premium Power Learners
376.3917061223129,9.088326644180395,Premium Power Learners
-303.78757291645087,-0.09108754749686532,Quality Seekers
-303.7875041396604,-0.10182723969583418,Career Focused Learners
42.90872933228627,-3.2098648427658185,Inactive Learners
90.45682710175015,-3.6339030899934457,Career Focused Learners
-303.7875266766878,-0.09830801852329074,Career Focused Learners
938.6146766489012,1.3068247980815297,Premium Power Learners
-303.78748121406363,-0.10540713709549054,Inactive Learners
-34.056091975604716,1.0956219411515338,Beginner Learners
388.0894960497507,-3.5267994499758046,Beginner Learners
-303.7875363909237,-0.09679111284547037,Quality Seekers
22.23178481064639,-1.6354164639632414,Career Focused Learners
-303.7874485742309,-0.11050394017296727,Inactive Learners
38.808752676544486,-3.1513352340523877,Quality Seekers
-214.20106617731116,-0.9042018690068951,Career Focused Learners
-126.44226552840533,-0.30979950913669385,Beginner Learners
203.9608979924284,12.005940413119143,Premium Power Learners
-303.7875091910631,-0.10103844874336754,Beginner Learners
-265.886658950084,0.9294214715620945,Inactive Learners
-303.787568642187,-0.09175498599510634,Quality Seekers
-303.7752537385349,1.2845805666027352,Quality Seekers
-4.217207254604091,-1.391704545728538,Quality Seekers
-214.20106617731116,-0.9042018690068951,Career Focused Learners
22.21949827256327,-3.016181381140319,Career Focused Learners
1102.1826316368772,4.8305854889244495,Premium Power Learners
-265.8989493738615,-0.45073668334385486,Inactive Learners
-303.7875701964648,-0.0915122810866551,Quality Seekers
-303.7875620365066,-0.09278648185602423,Quality Seekers
-3.2961453786618335,14.392856891163214,Premium Power Learners
-303.78755970508996,-0.09315053921870131,Beginner Learners
-303.007569072495,-0.10351618422142161,Quality Seekers
-303.78754610515966,-0.09527420716764978,Quality Seekers
187.09284616767303,-4.477776312861744,Career Focused Learners
-303.78754610515966,-0.09527420716764978,Quality Seekers
42.90872933228627,-3.2098648427658185,Inactive Learners
-303.7752552928127,1.2848232715111865,Quality Seekers
-186.112182884683,-1.155798584208801,Beginner Learners
-303.7751940931263,1.2752667657409178,Beginner Learners
-184.73997820825963,0.21712540182817475,Quality Seekers
-90.61373171981165,-0.6241973386582246,Beginner Learners
-303.78747927121645,-0.1057105182310547,Beginner Learners
-184.75224415216263,-1.1668553553858818,Career Focused Learners
22.231756250792728,-1.6309567612704492,Beginner Learners
168.4935101096433,-2.0904224225549033,Quality Seekers
90.45682710175015,-3.6339030899934457,Career Focused Learners
-303.7875091910631,-0.10103844874336754,Beginner Learners
1569.2064128940167,-0.19029136739498664,Premium Power Learners
-303.7875593165205,-0.09321121544581401,Quality Seekers
-303.77521740729253,1.2789073393676869,Beginner Learners
-303.7752539328196,1.2846109047162917,Career Focused Learners
-36.85586797727757,-1.1058638108280217,Beginner Learners
-126.45461501473736,-1.6807348775214948,Beginner Learners
-27.428521521190305,-2.5724735928172233,Beginner Learners
-303.7875476594374,-0.09503150225919854,Quality Seekers
168.47358184922024,-4.310290138372793,Quality Seekers
-303.78746489414726,-0.1079555386342288,Inactive Learners
-303.7874485742309,-0.11050394017296727,Inactive Learners
-303.7874986996883,-0.10267670687541375,Inactive Learners
38.808752676544486,-3.1513352340523877,Quality Seekers
1006.8589476700499,2.6099893652285315,Premium Power Learners
-303.7874458542448,-0.11092867376275706,Inactive Learners
-303.7875678650482,-0.09187633844933196,Quality Seekers
-303.7875787449924,-0.09017740409017305,Quality Seekers
90.45682710175015,-3.6339030899934457,Career Focused Learners
-303.7875620365066,-0.09278648185602423,Quality Seekers
-303.78752084814624,-0.099218161929983,Quality Seekers
-186.112182884683,-1.155798584208801,Beginner Learners
38.808752676544486,-3.1513352340523877,Quality Seekers
2141.4588718074983,-5.835035688042093,Premium Power Learners
-303.78743070003674,-0.11329504662015677,Inactive Learners
-303.78746100845285,-0.10856230090535712,Career Focused Learners
-303.7506005199221,4.033595929114871,Career Focused Learners
-303.76292368067476,2.6585497463431764,Career Focused Learners
1784.1155265625955,-3.4875025938267448,Premium Power Learners
-91.40598499346942,-1.9983281988000199,Beginner Learners
602.7385113901798,-4.59574498955959,Beginner Learners
-303.7875266766878,-0.09830801852329074,Career Focused Learners
-303.78753949947924,-0.09630570302856789,Career Focused Learners
-303.78749053973013,-0.10395090764478288,Inactive Learners
-303.7875593165205,-0.09321121544581401,Quality Seekers
925.487501578059,2.8027813238832566,Premium Power Learners
-303.78746994554996,-0.10716674768176215,Inactive Learners
-126.44230185964773,-0.30412628190164526,Beginner Learners
-303.7875025853827,-0.10206994460428542,Inactive Learners
-4.229486992722059,-2.7735312968800896,Career Focused Learners
-303.78746489414726,-0.1079555386342288,Inactive Learners
-303.7875363909237,-0.09679111284547037,Quality Seekers
-8.754666801964902,0.018409842160049594,Beginner Learners
-4.229486992722059,-2.7735312968800896,Career Focused Learners
-303.7875464937291,-0.09521353094053708,Quality Seekers
730.4776127649031,5.9192579459946515,Premium Power Learners
-303.775199144529,1.2760555566933844,Career Focused Learners
38.808752676544486,-3.1513352340523877,Quality Seekers
-246.46985843061165,-0.6034331550708085,Quality Seekers
-303.76761357047275,2.123926070151999,Inactive Learners
-303.7752661727569,1.2865222058703456,Beginner Learners
-303.78753949947924,-0.09630570302856789,Career Focused Learners
-303.007569072495,-0.10351618422142161,Quality Seekers
-246.44524882891818,2.1523931139347416,Beginner Learners
-27.40396191543107,0.19115968407684236,Beginner Learners
661.9104287464938,4.310402689972348,Premium Power Learners
1122.7643435951836,1.571199413771691,Premium Power Learners
-303.78757058503425,-0.0914516048595424,Quality Seekers
-303.78743070003674,-0.11329504662015677,Inactive Learners
-126.44230768818929,-0.303216138494953,Beginner Learners
-303.78746994554996,-0.10716674768176215,Inactive Learners
1716.6788157064407,-3.9509606339488768,Premium Power Learners
-303.7875091910631,-0.10103844874336754,Beginner Learners
184.12532720473587,-3.082192443233086,Beginner Learners
897.7309147803844,4.428735488861957,Premium Power Learners
-265.8989493738615,-0.45073668334385486,Inactive Learners
782.2361179864538,4.395202092672129,Premium Power Learners
24.189465507387297,-3.040939277581006,Inactive Learners
-303.7875787449924,-0.09017740409017305,Quality Seekers
-303.7875476594374,-0.09503150225919854,Quality Seekers
-303.78748121406363,-0.10540713709549054,Inactive Learners
486.6878259969042,-3.0232799877564425,Career Focused Learners
38.808752676544486,-3.1513352340523877,Quality Seekers
161.47280634028454,7.934353184795707,Premium Power Learners
-303.7875091910631,-0.10103844874336754,Beginner Learners
-303.78752084814624,-0.099218161929983,Quality Seekers
-303.7875678650482,-0.09187633844933196,Quality Seekers
-303.76760851907005,2.1231372791995318,Inactive Learners
668.5848577037127,4.784623816819346,Premium Power Learners
-303.77523839004215,1.2821838556317788,Career Focused Learners
-246.44522486713618,2.148651413262784,Beginner Learners
22.21949827256327,-3.016181381140319,Career Focused Learners
42.90872933228627,-3.2098648427658185,Inactive Learners
-18.748838380820757,-2.6546238298580684,Career Focused Learners
1519.21142770634,-1.6586908367743465,Premium Power Learners
322.61445915981466,8.501434633343777,Premium Power Learners
645.303871163363,6.999128429332055,Premium Power Learners
-303.7874986996883,-0.10267670687541375,Inactive Learners
-303.7875091910631,-0.10103844874336754,Beginner Learners
-303.7874722769666,-0.10680269031908529,Inactive Learners
-126.42242793418424,1.9242259930075198,Quality Seekers
1016.1890695807849,3.6858857461244554,Premium Power Learners
1328.6838226897398,-1.6467443217540574,Premium Power Learners
964.9135412036746,3.294267363801982,Premium Power Learners
-27.428521521190305,-2.5724735928172233,Beginner Learners
-303.7874571227585,-0.10916906317648523,Inactive Learners
-303.7874485742309,-0.11050394017296727,Inactive Learners
583.8258634139734,6.383933878549875,Premium Power Learners
-303.7875787449924,-0.09017740409017305,Quality Seekers
-303.78752823096556,-0.0980653136148395,Career Focused Learners
-303.787454014203,-0.10965447299338771,Inactive Learners
529.0809109293893,7.1914282706961234,Premium Power Learners
1783.9154406931054,-1.2620922385512676,Premium Power Learners
916.7154577442941,3.725928044063772,Premium Power Learners
-303.78757291645087,-0.09108754749686532,Quality Seekers
-303.78757058503425,-0.0914516048595424,Quality Seekers
-303.78743070003674,-0.11329504662015677,Inactive Learners
-303.78753949947924,-0.09630570302856789,Career Focused Learners
1063.5118766768408,3.796923923391474,Premium Power Learners
22.244069405882385,-0.2543481656505999,Career Focused Learners
42.920972156307755,-1.822273850038549,Inactive Learners
-4.229486992722059,-2.7735312968800896,Career Focused Learners
-303.78743070003674,-0.11329504662015677,Inactive Learners
-214.18881130763714,0.4815081606798768,Career Focused Learners
473.4055551531447,6.839582033263451,Premium Power Learners
706.0108646343517,7.520513149249359,Premium Power Learners
614.626904763406,7.492220365043284,Premium Power Learners
-303.7799684320153,0.7538300562422584,Quality Seekers
-303.78755970508996,-0.09315053921870131,Beginner Learners
315.4964491985814,11.009172211841527,Premium Power Learners
1888.2536793539264,-3.0403316567947796,Premium Power Learners
-303.78752084814624,-0.099218161929983,Quality Seekers
-303.7874365285783,-0.1123849032134645,Inactive Learners
-303.7875266766878,-0.09830801852329074,Career Focused Learners
-303.7875701964648,-0.0915122810866551,Quality Seekers
809.3221429595408,3.8396885381557704,Premium Power Learners
-303.7874458542448,-0.11092867376275706,Inactive Learners
-303.787568642187,-0.09175498599510634,Quality Seekers
196.59191213049053,8.777824519722623,Premium Power Learners
-303.7752257615354,1.2802118782506124,Career Focused Learners
-303.78749053973013,-0.10395090764478288,Inactive Learners
-303.7874458542448,-0.11092867376275706,Inactive Learners
-303.750594011384,4.032579602310731,Beginner Learners
303.16056601519944,-4.143913704545485,Beginner Learners
-303.7875041396604,-0.10182723969583418,Career Focused Learners
-303.007569072495,-0.10351618422142161,Quality Seekers
-303.7874645055778,-0.10801621486134172,Beginner Learners
-303.78752823096556,-0.0980653136148395,Career Focused Learners
22.21949827256327,-3.016181381140319,Career Focused Learners
-303.7875620365066,-0.09278648185602423,Quality Seekers
-126.45461501473736,-1.6807348775214948,Beginner Learners
-303.77522906437565,1.2807276261810714,Beginner Learners
2750.592253262892,-12.654110856286367,Premium Power Learners
-303.007569072495,-0.10351618422142161,Quality Seekers
-303.78755970508996,-0.09315053921870131,Beginner Learners
90.48139629222214,-0.8717664933681637,Beginner Learners
1364.6945868569976,1.634786027948201,Premium Power Learners
-4.2171546034452945,-1.3999261745023248,Beginner Learners
-303.787454014203,-0.10965447299338771,Inactive Learners
-4.217203174625013,-1.3923416461132228,Career Focused Learners
-303.007569072495,-0.10351618422142161,Quality Seekers
38.808752676544486,-3.1513352340523877,Quality Seekers
-303.78746100845285,-0.10856230090535712,Career Focused Learners
-303.76761434761164,2.1240474226062247,Inactive Learners
-303.78753949947924,-0.09630570302856789,Career Focused Learners
24.189465507387297,-3.040939277581006,Inactive Learners
-303.7875787449924,-0.09017740409017305,Quality Seekers
-265.0148581712015,11.208872187062283,Beginner Learners
-303.7875787449924,-0.09017740409017305,Quality Seekers
-303.7752012816609,1.2763892759425046,Career Focused Learners
-265.8989493738615,-0.45073668334385486,Inactive Learners
-186.08761421230358,1.6064189140526326,Beginner Learners
1344.6231844384295,-1.7888033640092595,Premium Power Learners
-303.77519797882064,1.2758735280120457,Inactive Learners
-303.7752026416539,1.2766016427373998,Career Focused Learners
-303.77517077896005,1.2716261921141487,Inactive Learners
-303.78754610515966,-0.09527420716764978,Quality Seekers
1313.9290073527268,1.243417349088644,Premium Power Learners
385.5125818901144,-5.413090018273208,Inactive Learners
1113.7493033851392,4.409430816681626,Premium Power Learners
1308.2768207050358,2.1415513033944995,Premium Power Learners
-303.7875091910631,-0.10103844874336754,Beginner Learners
-303.77519875595954,1.2759948804662715,Beginner Learners
-303.78749053973013,-0.10395090764478288,Inactive Learners
485.9674443227702,5.883112706416407,Premium Power Learners
-67.0447697193155,1.3894281714457593,Career Focused Learners
168.4858963643029,-2.9338939095478387,Career Focused Learners
-303.7874882083135,-0.10431496500745974,Beginner Learners
501.2897312703556,6.059093761737088,Premium Power Learners
-303.77520167023033,1.2764499521696175,Career Focused Learners
-303.7752014759456,1.276419614056061,Career Focused Learners
225.00601804750778,-2.0720325612283954,Career Focused Learners
-303.007569072495,-0.10351618422142161,Quality Seekers
24.189465507387297,-3.040939277581006,Inactive Learners
-303.78755970508996,-0.09315053921870131,Beginner Learners
-18.724274500797776,0.10834200853775622,Career Focused Learners
1297.475658567751,-2.4326843985565296,Premium Power Learners
909.9882268928243,0.7156040646719488,Premium Power Learners
187.09284616767303,-4.477776312861744,Career Focused Learners
168.50581594667523,-0.7126710913244293,Quality Seekers
1070.5392105825379,4.577637641295938,Premium Power Learners
-303.7875025853827,-0.10206994460428542,Inactive Learners
-303.78754610515966,-0.09527420716764978,Quality Seekers
184.1130004497159,-4.456677370903987,Beginner Learners
184.1130004497159,-4.456677370903987,Beginner Learners
-303.78757291645087,-0.09108754749686532,Quality Seekers
-27.428521521190305,-2.5724735928172233,Beginner Learners
-126.45461501473736,-1.6807348775214948,Beginner Learners
-184.75224415216263,-1.1668553553858818,Career Focused Learners
187.09284616767303,-4.477776312861744,Career Focused Learners
-303.7629317111098,2.6598037217035078,Career Focused Learners
329.5882797210924,10.038658953407339,Premium Power Learners
-303.7874458542448,-0.11092867376275706,Inactive Learners
-303.78749053973013,-0.10395090764478288,Inactive Learners
-265.8989493738615,-0.45073668334385486,Inactive Learners
-18.748838380820757,-2.6546238298580684,Career Focused Learners
675.0056913062845,-7.460295522461501,Beginner Learners
1264.4633601715104,0.8429026317888411,Premium Power Learners
-18.748838380820757,-2.6546238298580684,Career Focused Learners
-249.91734988404835,0.7951340380037866,Inactive Learners
-303.7875041396604,-0.10182723969583418,Career Focused Learners
-303.7676419360417,2.128355434731234,Career Focused Learners
1024.3405718242107,3.8292617704721224,Premium Power Learners
958.7138803186515,1.1263654760059614,Premium Power Learners
-55.697334293778624,-2.329159154261383,Career Focused Learners
-246.44522072239553,2.148004200173581,Beginner Learners
187.09284616767303,-4.477776312861744,Career Focused Learners
454.33441666503944,-3.26729146364777,Quality Seekers
-303.7629151321471,2.657214869346694,Career Focused Learners
-303.7751882645847,1.2743566223342253,Career Focused Learners
-265.8867184012079,0.9387049343103555,Inactive Learners
-96.48887977096967,2.183256901775013,Beginner Learners
-303.78752084814624,-0.099218161929983,Quality Seekers
111.71819898095953,-2.432559438383889,Career Focused Learners
187.10514144856853,-3.0983766107947046,Career Focused Learners
22.231756250792728,-1.6309567612704492,Beginner Learners
-303.78752084814624,-0.099218161929983,Quality Seekers
720.3434048907627,3.254014930968639,Premium Power Learners
-303.007569072495,-0.10351618422142161,Quality Seekers
-91.39371671814979,-0.6147114989486403,Beginner Learners
-303.78747927121645,-0.1057105182310547,Beginner Learners
-303.7875787449924,-0.09017740409017305,Quality Seekers
-303.775161841863,1.2702306388905538,Inactive Learners
-214.20106617731116,-0.9042018690068951,Career Focused Learners
-303.7875593165205,-0.09321121544581401,Quality Seekers
-303.787568642187,-0.09175498599510634,Quality Seekers
38.833417973190706,-0.40420589093300796,Quality Seekers
-246.46985843061165,-0.6034331550708085,Quality Seekers
300.5729987945195,-2.746556800584735,Beginner Learners
-27.41620078899666,-1.197048183626074,Beginner Learners
-265.8989493738615,-0.45073668334385486,Inactive Learners
-246.45750117289086,0.7662886887717357,Beginner Learners
-303.77519875595954,1.2759948804662715,Beginner Learners
-303.7875678650482,-0.09187633844933196,Quality Seekers
22.21949827256327,-3.016181381140319,Career Focused Learners
-303.7875678650482,-0.09187633844933196,Quality Seekers
184.1130004497159,-4.456677370903987,Beginner Learners
-303.77519389884156,1.2752364276273613,Career Focused Learners
-303.787568642187,-0.09175498599510634,Quality Seekers
-303.77524693856975,1.2835187326282609,Quality Seekers
-303.77992122082867,0.7464578946480513,Career Focused Learners
-184.7399426541561,0.211573527047352,Beginner Learners
144.3392636211816,-1.3555094566185073,Career Focused Learners
-303.7875091910631,-0.10103844874336754,Beginner Learners
90.45682710175015,-3.6339030899934457,Career Focused Learners
-126.45461501473736,-1.6807348775214948,Beginner Learners
-303.78752084814624,-0.099218161929983,Quality Seekers
703.3057779577223,5.852374447023118,Premium Power Learners
-18.73658914540357,-1.2680339948781607,Career Focused Learners
-303.78747927121645,-0.1057105182310547,Beginner Learners
-303.7676114981024,2.123602463607397,Inactive Learners
-303.7629475129336,2.6622712216060958,Quality Seekers
111.70591069431396,-3.813051312538959,Career Focused Learners
286.9112213004468,-3.9998135325949127,Career Focused Learners
-303.78753949947924,-0.09630570302856789,Career Focused Learners
-302.9952695173357,1.2752160793473764,Beginner Learners
-303.7752618984931,1.2858547673721044,Quality Seekers
-303.7752288700909,1.280697288067515,Career Focused Learners
-303.78754610515966,-0.09527420716764978,Quality Seekers
-303.7875266766878,-0.09830801852329074,Career Focused Learners
-126.44229933394638,-0.3045206773778786,Beginner Learners
-303.7875593165205,-0.09321121544581401,Quality Seekers
-303.7875476594374,-0.09503150225919854,Quality Seekers
-303.7874645055778,-0.10801621486134172,Beginner Learners
-303.7875025853827,-0.10206994460428542,Inactive Learners
22.231818421902688,-1.6406649576085,Beginner Learners
-303.7875593165205,-0.09321121544581401,Quality Seekers
286.1688317531903,-3.144454443294983,Quality Seekers
-303.7752078873413,1.2774207718034225,Beginner Learners
-126.45461501473736,-1.6807348775214948,Beginner Learners
-303.7875266766878,-0.09830801852329074,Career Focused Learners
111.70591069431396,-3.813051312538959,Career Focused Learners
-303.7875266766878,-0.09830801852329074,Career Focused Learners
-303.7875266766878,-0.09830801852329074,Career Focused Learners
-303.7874571227585,-0.10916906317648523,Inactive Learners
-303.787568642187,-0.09175498599510634,Quality Seekers
38.808752676544486,-3.1513352340523877,Quality Seekers
-184.74467599896954,-0.31626452441170927,Quality Seekers
-303.7875678650482,-0.09187633844933196,Quality Seekers
-303.78752823096556,-0.0980653136148395,Career Focused Learners
-303.77523644719497,1.2818804744962147,Beginner Learners
